cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Governor,SD-G1,6/21/2022,_lite,Jamie Smith,,,,,Kristi Noem,,,,,0.001325,0,0,,0.998675,0,0,,0,0,0.001325,0.998675,0.000625,0.1820409,276104.3,331567.2,221712.1,28.7907,0,0,,0,71.2093,0,0,,0,0,0,36.51853,78.90964,0,0,0,,0,,0,0,21.09036,63.48147,0,0,0,,0,,-32.01005,647453,-42.41861,-26.96293,-57.81927,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,SC-G1,6/21/2022,_lite,Joe Cunningham,,,,,Henry McMaster,,,,all others,0.005625,0,0,,0.994375,0,0,,0,0,0.005625,0.994375,0.0029625,0.1624402,1466651,1783375,1161197,31.07347,0,0,,0,64.8957,0,0,,4.030834,0,7.532476,39.0103,72.79214,0,0,0,,0,,0,1.199856,23.16567,56.82125,0,0,0,,0,,-18.29783,3897996,-33.82223,-18.29677,-49.19043,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,RI-G1,6/21/2022,_lite,Daniel J. McKee,,,,,Ashley Kalus,,,,all others,0.930475,0,0,,0.069525,0,0,,0,0,0.930475,0.069525,0.0073,1.847844,317701.7,383677.3,253766.7,57.09222,0,0,,0,38.80054,0,0,,4.107239,0,7.674939,65.20107,46.8322,0,0,0,,0,,0,1.254307,49.04817,30.63083,0,0,0,,0,,23.66066,794970,18.29169,34.12484,2.56525,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,PA-G1,6/21/2022,_lite,Josh Shapiro,,,,,Douglas V. Mastriano,,,,all others,0.475075,0,0,,0.524925,0,0,,0,0,0.475075,0.524925,0.0702375,1.184881,4767123,5629836,3929360,48.21285,0,0,,0,48.80192,0,0,,2.985224,0,5.839394,54.5764,55.13829,0,0,0,,0,,0,0.767468,41.80807,42.38052,0,0,0,,0,,-2.976064,9742133,-0.5890694,11.80427,-12.89764,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,OR-G1,6/21/2022,_lite,Tina Kotek,,,,,Christine Drazan,,,,all others,0.5282,0,0,,0.4718,0,0,,0,0,0.5282,0.4718,0.0609875,2.972781,1649833,1935952,1375193,45.17592,0,0,,0,44.54473,0,0,,10.27936,0,16.42852,52.37463,51.67863,0,0,0,,0,,0,4.819425,37.92016,37.27654,0,0,0,,0,,10.62213,3113975,0.6311913,13.71142,-12.42326,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,OK-G1,6/21/2022,_lite,Joy Hofmeister,,,,,Kevin Stitt,,,,all others,0.010975,0,0,,0.989025,0,0,,0,0,0.010975,0.989025,0.00745,0.5503699,1088588,1323432,857187.6,33.55577,0,0,,0,58.46461,0,0,,7.979614,0,13.38575,40.59967,65.39474,0,0,0,,0,,0,3.340012,26.54486,51.36407,0,0,0,,0,,-36.97133,2842656,-24.90885,-11.89499,-37.82745,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,OH-G1,6/21/2022,_lite,Nan Whaley,,,,Niel Petersen,Mike DeWine,,,,,0.0402,0,0,,0.9597,0,0,,0.0001,0,0.0402,0.9597,0.0259375,0.5201601,4010081,4775016,3270668,39.41456,0,0,,4.272263,56.31318,0,0,,0,7.913162,0,45.70317,62.5862,0,0,0,,0,,1.305424,0,33.14043,50.02448,0,0,0,,0,,-12.10777,8831240,-16.89861,-4.864624,-28.79064,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,NY-G1,6/21/2022,_lite,Kathy C. Hochul,,,,,Lee M. Zeldin,,,,all others,0.98355,0,0,,0.01645,0,0,,0,0,0.98355,0.01645,0.0015625,0.0229188,5482654,6604974,4386680,57.55485,0,0,,0,39.0636,0,0,,3.381548,0,6.514841,63.04369,44.63515,0,0,0,,0,,0,0.924197,51.94894,33.52151,0,0,0,,0,,19.93185,1.34E+07,18.49125,29.06824,7.792366,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,NV-G1,6/21/2022,_lite,Steve Sisolak,,,,,Joe Lombardo,,,,all others,0.59,0,0,,0.41,0,0,,0,0,0.59,0.41,0.0588125,5.146224,919058.2,1094770,744261.8,47.5573,0,0,,0,45.88562,0,0,,6.557072,0,11.40894,53.04981,51.38807,0,0,0,,0,,0,2.468306,41.9856,40.30194,0,0,0,,0,,-2.531046,2105890,1.671677,11.66778,-8.263819,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,NM-G1,6/21/2022,_lite,Michelle Lujan Grisham,,,,Karen Bedonie,Mark V. Ronchetti,,,,,0.64245,0,0,,0.3575,0,0,,0.00005,0,0.64245,0.3575,0.0507375,6.50401,627350,751984.3,506800.2,50.20174,0,0,,2.463763,47.3345,0,0,,0,4.933333,0,55.48224,52.6126,0,0,0,,0,,0.5824523,0,44.90527,42.03406,0,0,0,,0,,7.143295,1493579,2.867249,13.10354,-7.401003,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,NH-G1,6/21/2022,_lite,Tom Sherman,,,,,Chris Sununu,,,,,0.002075,0,0,,0.997925,0,0,,0,0,0.002075,0.997925,0.00175,0.2688751,523419,618150.8,429838.9,34.20509,0,0,,0,65.79491,0,0,,0,0,0,40.5115,72.02049,0,0,0,,0,,0,0,27.97951,59.4885,0,0,0,,0,,0.5605241,1075858,-31.58981,-18.97701,-44.04099,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,NE-G1,6/21/2022,_lite,Carol Blood,,,,Scott Zimmerman,Jim Pillen,,,,,0.0256,0,0,,0.974375,0,0,,0.000025,0,0.0256,0.974375,0.0109875,1.457943,606066.6,723203.6,491376.6,36.13088,0,0,,2.695607,61.17351,0,0,,0,5.3364,0,44.05752,69.08752,0,0,0,,0,,0.6502852,0,28.24471,53.18854,0,0,0,,0,,-24.75782,1365541,-25.04263,-9.465408,-40.50578,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,MN-G1,6/21/2022,_lite,Tim Walz,,,,,Scott Jensen,,,,all others,0.703975,0,0,,0.296025,0,0,,0,0,0.703975,0.296025,0.0392125,1.438179,2192672,2564486,1825385,49.04211,0,0,,0,44.753,0,0,,6.204892,0,10.86846,54.92132,50.53684,0,0,0,,0,,0,2.297376,43.11054,38.78867,0,0,0,,0,,1.988413,4066265,4.289104,15.0983,-6.419544,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,MI-G1,6/21/2022,_lite,Gretchen Whitmer,,,,Ryan D. Kelley,Ryan D. Kelley,,,,,0.88335,0,0,,0.116625,0,0,,0.000025,0,0.88335,0.116625,0.01375,0.3140711,3520763,4165093,2880702,55.49677,0,0,,3.023702,41.47953,0,0,,0,5.908084,0,63.25019,49.21278,0,0,0,,0,,0.7972593,0,47.74495,33.69727,0,0,0,,0,,-1.182822,7501276,14.01725,29.2772,-1.10998,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,ME-G1,6/21/2022,_lite,Janet T. Mills,,,,Sam Hunkler,Paul R. LePage,,,,,0.70335,0,0,,0.2966,0,0,,0.00005,0,0.70335,0.2966,0.0392125,5.582204,564912.1,662898.4,469284.6,51.18568,0,0,,2.235903,46.57842,0,0,,0,4.530811,0,57.0196,52.36847,0,0,0,,0,,0.5036572,0,45.36509,40.77426,0,0,0,,0,,4.372984,1088975,4.607258,15.97737,-6.71427,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,MD-G1,6/21/2022,_lite,Peter Franchot,,,,,Kelly Schulz,,,,all others,0.933725,0,0,,0.066275,0,0,,0,0,0.933725,0.066275,0.0072875,0.3181787,1841914,2214491,1481929,57.58183,0,0,,0,38.99973,0,0,,3.418436,0,6.574467,65.73534,46.99013,0,0,0,,0,,0,0.9376834,49.51769,30.84795,0,0,0,,0,,26.27618,4305056,18.5821,34.51238,2.917416,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,MA-G1,6/21/2022,_lite,Maura Healey,,,,,Geoff Diehl,,,,all others,0.975025,0,0,,0.024975,0,0,,0,0,0.975025,0.024975,0.002075,0.0746627,2234994,2675637,1805959,55.89001,0,0,,0,37.96007,0,0,,6.149911,0,10.84852,61.90239,43.98306,0,0,0,,0,,0,2.243026,49.81908,31.8112,0,0,0,,0,,32.67038,4999558,17.92994,29.14163,6.713678,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,KS-G1,6/21/2022,_lite,Laura Kelly,,,,Seth Cordell,Derek Schmidt,,,,,0.360625,0,0,,0.639375,0,0,,0,0,0.360625,0.639375,0.0777,6.362005,982175.4,1164395,805237.9,46.87701,0,0,,2.669723,50.45327,0,0,,0,5.287469,0,53.45127,56.98612,0,0,0,,0,,0.6428376,0,40.2749,43.80918,0,0,0,,0,,-21.09543,2089024,-3.576256,9.301207,-16.3541,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,IL-G1,6/21/2022,_lite,J.B. Pritzker,,,,,Darren Bailey,,,,,0.96825,0,0,,0.03175,0,0,,0,0,0.96825,0.03175,0.0033875,0.0611333,4456189,5253779,3674658,59.87471,0,0,,0,40.12529,0,0,,0,0,0,66.49842,46.71042,0,0,0,,0,,0,0,53.28958,33.50158,0,0,0,,0,,13.22368,8928145,19.74942,32.99684,6.579155,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,ID-G1,6/21/2022,_lite,Stephen Heidt,,,,,Brad Little,,,,all others,0.000825,0,0,,0.999175,0,0,,0,0,0.000825,0.999175,0.0002875,0.0450297,513453.6,621817,407600.1,23.22495,0,0,,0,69.46786,0,0,,7.307197,0,12.47689,31.28561,77.46176,0,0,0,,0,,0,2.931558,15.13863,61.30622,0,0,0,,0,,-36.76822,1297934,-46.24291,-30.80754,-61.47282,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,IA-G1,6/21/2022,_lite,Deidre DeJear,,,,Rick Stewart,Kim Reynolds,,,,,0.105025,0,0,,0.89495,0,0,,0.000025,0,0.105025,0.89495,0.06475,4.326192,1203638,1411045,1002749,43.72551,0,0,,1.840226,54.43427,0,0,,0,3.788285,0,49.2898,59.94953,0,0,0,,0,,0.3740282,0,38.20577,48.80762,0,0,0,,0,,-9.622491,2295209,-10.70876,0.245945,-21.52373,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,HI-G1,6/21/2022,_lite,Josh Green,,,,,Heidi Haunani Tsuneyoshi,,,,all others,0.9694,0,0,,0.0306,0,0,,0,0,0.9694,0.0306,0.0034125,0.7348563,373449.8,455671.9,292468.4,60.01822,0,0,,0,35.57297,0,0,,4.408811,0,8.162746,68.27885,43.76271,0,0,0,,0,,0,1.355884,51.73869,27.23586,0,0,0,,0,,31.80856,1007469,24.44525,40.6309,8.395977,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,GA-G1,6/21/2022,_lite,Stacey Abrams,,,,,Brian Kemp,,,,all others,0.199125,0,0,,0.800875,0,0,,0,0,0.199125,0.800875,0.1057125,2.601029,3268460,3896388,2663860,45.61753,0,0,,0,51.81174,0,0,,2.570732,0,5.118549,50.58295,56.8554,0,0,0,,0,,0,0.6020757,40.56165,46.76899,0,0,0,,0,,-7.357742,7356953,-6.194214,3.409088,-15.94585,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,FL-G1,6/21/2022,_lite,Charlie Crist,,,,,Ron DeSantis,,,,all others,0.104875,0,0,,0.895125,0,0,,0,0,0.104875,0.895125,0.0809875,0.8696205,7489456,8796756,6202282,43.61158,0,0,,0,53.01,0,0,,3.378425,0,6.494102,48.67063,58.0561,0,0,0,,0,,0,0.9226418,38.55389,47.87759,0,0,0,,0,,-7.44125,1.46E+07,-9.398418,0.2263832,-18.99049,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,CT-G1,6/21/2022,_lite,Edward Lamont,,,,,Robert Stefanowski,,,,all others,0.877375,0,0,,0.122625,0,0,,0,0,0.877375,0.122625,0.0134125,0.8467267,1273880,1506461,1048669,52.70989,0,0,,0,43.86766,0,0,,3.422451,0,6.610662,57.94508,49.05251,0,0,0,,0,,0,0.9357868,47.48307,38.5714,0,0,0,,0,,12.14246,2618620,8.842232,18.79,-0.9923325,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,CO-G1,6/21/2022,_lite,Jared Polis,,,,,Heidi Ganahl,,,,all others,0.824475,0,0,,0.175525,0,0,,0,0,0.824475,0.175525,0.020925,0.7652547,2198981,2579998,1830231,50.90046,0,0,,0,41.90448,0,0,,7.195065,0,12.3381,57.69362,48.63401,0,0,0,,0,,0,2.806592,44.02903,34.97909,0,0,0,,0,,6.733898,4183729,8.995983,21.70839,-3.586542,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,CA-G1,6/21/2022,_lite,Gavin Newsom,,,,,Brian Dahle,,,,,0.99165,0,0,,0.00835,0,0,,0,0,0.99165,0.00835,0.0008875,0.0069275,1.03E+07,1.24E+07,8222477,65.97554,0,0,,0,34.02446,0,0,,0,0,0,73.86516,41.81017,0,0,0,,0,,0,0,58.18983,26.13484,0,0,0,,0,,25.74052,2.54E+07,31.95108,47.73032,16.37967,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,AZ-G1,6/21/2022,_lite,Katie Hobbs,,,,Steve Remus,Kari Lake,,,,,0.396325,0,0,,0.603675,0,0,,0,0,0.396325,0.603675,0.083025,3.029491,2203948,2626343,1788695,47.98392,0,0,,1.691916,50.32416,0,0,,0,3.501263,0,53.85019,56.05544,0,0,0,,0,,0.3305647,0,42.21553,44.45506,0,0,0,,0,,-7.109708,4969373,-2.34024,9.22024,-13.64832,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,AR-G1,6/21/2022,_lite,Chris Jones,,,,Ricky Dale Harrington Jr.,Sarah Huckabee Sanders,,,,,0.010875,0,0,,0.989125,0,0,,0,0,0.010875,0.989125,0.007275,0.6983581,837754.8,1016780,661654.8,37.00857,0,0,,1.250474,61.74096,0,0,,0,2.679476,0,43.54595,68.20802,0,0,0,,0,,0.2039472,0,30.51966,55.25208,0,0,0,,0,,-31.52285,2180916,-24.73238,-11.79226,-37.5575,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,AL-G1,6/21/2022,_lite,Malika Sanders-Fortier,,,,,Kay Ivey,,,,all others,0.0017,0,0,,0.9983,0,0,,0,0,0.0017,0.9983,0.0006,0.0354356,1361677,1648903,1082509,26.8007,0,0,,0,68.93438,0,0,,4.264913,0,7.957514,34.69106,76.79611,0,0,0,,0,,0,1.30321,18.88811,60.99031,0,0,0,,0,,-29.19992,3459287,-42.13367,-26.75337,-57.48923,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,AK-G1,6/21/2022,_lite,Les Gara,,,,Bill Walker,Mike Dunleavy,Christopher Kurka,,,,0.086975,0,0,,0.72125,0.02585,0,,0.165925,0,0.086975,0.7471,0.0123375,4.133329,240043.1,285200.8,196168.6,23.45431,0,0,,24.1,36.22704,16.21865,0,,0,32.0739,0,34.73858,45.66246,0,22.99606,0,,0,,16.47154,0,11.9322,27.19373,0,9.46377,0,,0,,-14.61795,521658,-28.99138,-7.928714,-50.29443,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:22
2022,Governor,WY-G1,6/19/2022,_lite,Theresa A. Livingston,,,,,Mark Gordon,,,,,0.000175,0,0,,0.999825,0,0,,0,0,0.000175,0.999825,0.0000875,0.0446109,157300.8,192421.9,122778.9,23.68968,0,0,,0,76.31033,0,0,,0,0,0,31.18583,83.86938,0,0,0,,0,,0,0,16.13062,68.81417,0,0,0,,0,,-49.87335,424412,-52.62065,-37.62834,-67.73875,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,WI-G1,6/19/2022,_lite,Tony Evers,,,,,Rebecca Kleefisch,,,,all others,0.7798,0,0,,0.2202,0,0,,0,0,0.7798,0.2202,0.0250875,0.8592466,2341553,2742244,1953041,51.18905,0,0,,0,41.95456,0,0,,6.856388,0,11.79264,59.23352,50.17067,0,0,0,,0,,0,2.646804,42.99531,33.71736,0,0,0,,0,,-3.823667,4351464,9.234493,24.69566,-6.342936,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,VT-G1,6/19/2022,_lite,Brenda Siegel,,,,Susan Hatch Davis,Phil Scott,,,,,0.72185,0,0,,0.278075,0,0,,0.000075,0,0.72185,0.278075,0.0315,9.925142,254529.5,300569.3,210114.5,51.35716,0,0,,4.379788,44.26305,0,0,,0,8.077194,0,59.60547,52.43349,0,0,0,,0,,1.361408,0,43.12434,35.93914,0,0,0,,0,,27.77288,503792,7.094105,23.27983,-8.871063,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,TX-G1,6/19/2022,_lite,Beto O'Rourke,,,,,Greg Abbott,,,,all others,0.104075,0,0,,0.895925,0,0,,0,0,0.104075,0.895925,0.0739375,0.8339763,7110097,8619842,5626279,42.97808,0,0,,0,52.84954,0,0,,4.172371,0,7.756564,48.31914,58.22212,0,0,0,,0,,0,1.266887,37.5211,47.44479,0,0,0,,0,,-12.90963,1.85E+07,-9.871456,0.213726,-20.10499,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,TN-G1,6/19/2022,_lite,J.B. Smiley Jr.,,,,,Bill Lee,,,,all others,0.001425,0,0,,0.998575,0,0,,0,0,0.001425,0.998575,0.0006875,0.032417,1700846,2083503,1326901,24.13192,0,0,,0,65.44769,0,0,,10.4204,0,16.62126,32.27261,73.70189,0,0,0,,0,,0,4.96356,15.8464,57.18372,0,0,0,,0,,-29.21185,4750229,-41.31577,-26.14601,-56.71067,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,SD-G1,6/19/2022,_lite,Jamie Smith,,,,,Kristi Noem,,,,,0.00185,0,0,,0.99815,0,0,,0,0,0.00185,0.99815,0.0008,0.2326758,275742.2,330962.7,221818.4,29.32901,0,0,,0,70.67099,0,0,,0,0,0,37.14974,78.36923,0,0,0,,0,,0,0,21.63076,62.85026,0,0,0,,0,,-32.01005,647453,-41.34198,-25.70052,-56.73847,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,SC-G1,6/19/2022,_lite,Joe Cunningham,,,,,Henry McMaster,,,,all others,0.00615,0,0,,0.99385,0,0,,0,0,0.00615,0.99385,0.00285,0.1567055,1458563,1774272,1151163,31.02558,0,0,,0,64.94359,0,0,,4.030834,0,7.583867,38.99555,72.93562,0,0,0,,0,,0,1.184955,22.99243,56.98169,0,0,0,,0,,-18.29783,3897996,-33.91801,-18.44646,-49.45227,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,RI-G1,6/19/2022,_lite,Daniel J. McKee,,,,,Ashley Kalus,,,,all others,0.9004,0,0,,0.0996,0,0,,0,0,0.9004,0.0996,0.010725,2.696967,318923.2,385317.2,255151.4,55.88488,0,0,,0,40.00788,0,0,,4.107239,0,7.657079,63.94426,48.15967,0,0,0,,0,,0,1.224417,47.73972,31.87506,0,0,0,,0,,23.66066,794970,15.877,31.62665,0.0321999,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,PA-G1,6/19/2022,_lite,Josh Shapiro,,,,,Douglas V. Mastriano,,,,all others,0.472225,0,0,,0.527775,0,0,,0,0,0.472225,0.527775,0.0711125,1.202777,4741604,5601830,3904548,48.18051,0,0,,0,48.83445,0,0,,2.985044,0,5.830855,54.61706,55.18089,0,0,0,,0,,0,0.7579672,41.76234,42.35476,0,0,0,,0,,-2.976064,9742133,-0.6539383,11.8713,-13.0888,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,OR-G1,6/19/2022,_lite,Tina Kotek,,,,,Christine Drazan,,,,all others,0.51175,0,0,,0.48825,0,0,,0,0,0.51175,0.48825,0.0618,3.015707,1643477,1925404,1367581,44.95585,0,0,,0,44.75669,0,0,,10.28746,0,16.50463,52.16264,51.91438,0,0,0,,0,,0,4.803709,37.65798,37.44438,0,0,0,,0,,10.62213,3113975,0.1991615,13.31535,-12.82328,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,OK-G1,6/19/2022,_lite,Joy Hofmeister,,,,,Kevin Stitt,,,,all others,0.01115,0,0,,0.98885,0,0,,0,0,0.01115,0.98885,0.0078375,0.5793899,1084854,1317509,855834.9,33.7774,0,0,,0,58.23751,0,0,,7.985088,0,13.47046,40.68938,65.2112,0,0,0,,0,,0,3.319898,26.73749,51.24097,0,0,0,,0,,-36.97133,2842656,-24.46011,-11.68721,-37.40815,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,OH-G1,6/19/2022,_lite,Nan Whaley,,,,Niel Petersen,Mike DeWine,,,,,0.0376,0,0,,0.9623,0,0,,0.0001,0,0.0376,0.9623,0.0249625,0.5022132,3986249,4742064,3252671,39.29486,0,0,,4.277045,56.42809,0,0,,0,7.978656,0,45.56794,62.73859,0,0,0,,0,,1.313261,0,32.91868,50.14431,0,0,0,,0,,-12.10777,8831240,-17.13322,-5.15213,-29.19844,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,NY-G1,6/19/2022,_lite,Kathy C. Hochul,,,,,Lee M. Zeldin,,,,all others,0.94305,0,0,,0.05695,0,0,,0,0,0.94305,0.05695,0.005625,0.081018,5568079,6685754,4469397,54.74905,0,0,,0,41.90326,0,0,,3.347689,0,6.461456,60.09061,47.27391,0,0,0,,0,,0,0.9010215,49.31524,36.51459,0,0,0,,0,,19.93185,1.34E+07,12.8458,23.08048,2.529793,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,NV-G1,6/19/2022,_lite,Steve Sisolak,,,,,Joe Lombardo,,,,all others,0.580375,0,0,,0.419625,0,0,,0,0,0.580375,0.419625,0.0603125,5.289072,914518.1,1092638,742810.3,47.52538,0,0,,0,45.91236,0,0,,6.562261,0,11.39299,53.01399,51.517,0,0,0,,0,,0,2.498429,41.84685,40.29314,0,0,0,,0,,-2.531046,2105890,1.613026,11.64044,-8.53404,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,NM-G1,6/19/2022,_lite,Michelle Lujan Grisham,,,,Karen Bedonie,Mark V. Ronchetti,,,,,0.731525,0,0,,0.26845,0,0,,0.000025,0,0.731525,0.26845,0.03395,4.400711,618701.8,742832.8,498514.3,51.4248,0,0,,2.423685,46.15152,0,0,,0,4.877315,0,57.17872,51.83646,0,0,0,,0,,0.5483726,0,45.63588,40.43272,0,0,0,,0,,7.143295,1493579,5.273285,16.43068,-5.915257,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,NH-G1,6/19/2022,_lite,Tom Sherman,,,,,Chris Sununu,,,,,0.002075,0,0,,0.997925,0,0,,0,0,0.002075,0.997925,0.0015375,0.236921,520446.4,614049.8,428667.9,34.12226,0,0,,0,65.87775,0,0,,0,0,0,40.33303,72.14474,0,0,0,,0,,0,0,27.85526,59.66697,0,0,0,,0,,0.5605241,1075858,-31.75549,-19.33394,-44.28948,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,NE-G1,6/19/2022,_lite,Carol Blood,,,,Scott Zimmerman,Jim Pillen,,,,,0.033875,0,0,,0.966075,0,0,,0.00005,0,0.033875,0.966075,0.0143,1.889899,606822.8,724159.9,492147.9,37.05428,0,0,,2.695607,60.25011,0,0,,0,5.340206,0,44.95865,68.21317,0,0,0,,0,,0.6505395,0,29.12156,52.31285,0,0,0,,0,,-24.75782,1365541,-23.19584,-7.649496,-38.77649,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,MN-G1,6/19/2022,_lite,Tim Walz,,,,,Scott Jensen,,,,all others,0.700275,0,0,,0.299725,0,0,,0,0,0.700275,0.299725,0.0385,1.415809,2180823,2552175,1813816,49.08292,0,0,,0,44.70596,0,0,,6.211112,0,10.89887,54.86633,50.65221,0,0,0,,0,,0,2.282356,43.09,38.7922,0,0,0,,0,,1.988413,4066265,4.376961,15.16216,-6.615595,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,MI-G1,6/19/2022,_lite,Gretchen Whitmer,,,,Ryan D. Kelley,Ryan D. Kelley,,,,,0.8879,0,0,,0.1121,0,0,,0,0,0.8879,0.1121,0.0123125,0.2822269,3498744,4142081,2871304,55.66253,0,0,,3.026678,41.31079,0,0,,0,5.865545,0,63.28127,49.02571,0,0,0,,0,,0.7761892,0,47.94606,33.65653,0,0,0,,0,,-1.182822,7501276,14.35173,29.33851,-0.8076553,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,ME-G1,6/19/2022,_lite,Janet T. Mills,,,,Sam Hunkler,Paul R. LePage,,,,,0.704175,0,0,,0.295725,0,0,,0.0001,0,0.704175,0.295725,0.0392625,5.603212,561959.8,660417.3,467116.3,51.19668,0,0,,2.24042,46.5629,0,0,,0,4.542457,0,56.99292,52.37739,0,0,0,,0,,0.4954708,0,45.39414,40.69307,0,0,0,,0,,4.372984,1088975,4.633785,16.05076,-6.675148,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
2022,Governor,MD-G1,6/19/2022,_lite,Peter Franchot,,,,,Kelly Schulz,,,,all others,0.9019,0,0,,0.0981,0,0,,0,0,0.9019,0.0981,0.0106,0.4593887,1850504,2214908,1494994,56.20256,0,0,,0,40.379,0,0,,3.418436,0,6.544625,64.31729,48.37906,0,0,0,,0,,0,0.9385955,48.14454,32.2712,0,0,0,,0,,26.27618,4305056,15.82357,31.70545,0.1330872,,,,,,,,,,,,,,,,,,,40000,6/29/22 11:56
